날짜,제목
2019-03-11,충전기 고장 수리 문의
2019-03-10,공무원님 제발 일좀 합시다.그리고 생각 좀 하고 저질러요 저질르고 생각하시지말고
2019-03-09,이마트 완속충전기 문의(공용? 비공용? 여부)
2019-03-08,급속충전기 충전소 지도상 미표시 관련 및
2019-03-08,카드발급 관련
2019-03-08,소형열병합발전 아파트는 충전기 설치 영원히 못하나요
2019-03-08,카드 등록이 잘 안됩니다.
2019-03-08,충전카드 배송 문의드립니다.
2019-03-07,배송문의
2019-03-07,실수로 인한 카드 추가 발송 및 카드 등록 관련 문의
2019-03-07,환경부 카드로 포스코ict 충전기 인식이 안됩니다
2019-03-06,이동형 충전기 태그 호환관련.
2019-03-06,카드 배송지 변경
2019-03-06,급속충전기 1회충전시간 개별운영 요청
2019-03-06,사용빈도 적은 급속충전기 1회충전 제한시간 해제요청건
2019-03-05,회원카드 배송문의
2019-03-05,전기차 충전카드 반송건
2019-03-05,연도별 초소형전기차 보급현황(제작사별)
2019-03-04,카드결제 매출전표 발급
2019-03-04,전기차 말소(폐차) 등록시 보조금 환수율 관련 문의
2019-03-04,멤버십 카드 발급 관련 문의
2019-03-04,충전기 파손에 따른 고장 접수
2019-03-03,카드 신청 및 명의 문의
2019-03-02,주택 비공용충전시설 문의입니다.
2019-03-02,주소변경
2019-03-02,위치 표시 오류
2019-03-01,고장 충전기 신고
2019-03-01,보조금 문의
2019-02-28,카드 반송건!!
2019-02-26,충전도 할수 없는 성남시 수정구청 충전시설 앱에서 삭제해주세요?
2019-02-26,지도 표기 요청
2019-02-26,타기관 충전 금액을 한달에 한번 결제 시스템은 정말 불편합니다.
2019-02-26,전기차 충전소 위치를 엑셀로 받아 볼 수는 없을까요?
2019-02-26,카드등록
2019-02-26,기존차량 있는 경우도 보조금 가능한지
2019-02-25,급속충전기 충전손잡이 커버를 임의로 열 수 있게 해주세요
2019-02-24,카드등록및 사용
2019-02-24,전기차 보조금 관련
2019-02-24,재발급으로 인한 분실카드 정지요청
2019-02-22,환경부급속충전기 업데이트후 회원카드결제오류
2019-02-22,전기차 보조금 관련
2019-02-22,칼마토
2019-02-21,롯데마트 김해점 급속충전기 고장
2019-02-20,충전기 확인
2019-02-20,결제내역 시스템 문의
2019-02-20,결제내역 시스템 문의
2019-02-19,전기차 충전소 DC콤보 포트 수리 좀 해 주세요.(제주 컨벤션 ICC)
2019-02-19,전기자동차 보조금관련 문의
2019-02-19,전기차 보조금 관련
2019-02-18,카드 발급 배송일자 문의
2019-02-18,고장신고 및 수리요청(경상남도 양산시 상북면 사무소 우측 급속 충전기)
2019-02-18,전기차 콘센트 의무설치 관련
2019-02-18,계정연결 변경 관련
2019-02-17,건의사항: DC콤보 전용 충전기에 대한 변환 어댑터 보급
2019-02-17,안동휴게소(춘천방향) 추가설치된 충전기 1대는 언제쯤 개통하는지?
2019-02-16,청송군청 앞 급속 충전기 DC차데모 접속 불량 처리 문의
2019-02-15,[질문]급속 및 완속 충전요금 관련
2019-02-14,신용카드 포인트 사용 문의
2019-02-14,전기화물차 제작업체 문의
2019-02-14,초소형전기차 대구는 충전가능한데 왜 다른 지역은 안되나요?
2019-02-14,노원에코센터 충전기 고장
2019-02-13,각 주민센터 전기차충전기 일반인 사용 개방 특히 업무이외 시간 활용안
2019-02-13,인천시 보조금 공고파일이 다운로드 되지 않습니다 (크롬브라우저)
2019-02-12,공공기관 전기차 충전소 증가 및 충전시간 확대 요청
2019-02-12,결제 방법
2019-02-11,19년 플러그인 하이브리드 자동차 충전기 보조금 지원 문의
2019-02-11,개인정보변경 승인 비밀번호
2019-02-09,충전소 정보에 충전 kw 단가표기 요청
2019-02-09,충남 아산시 탕정면 행정복지센터내 고속충전기
2019-02-09,롯데마트 고양시 덕양구 화정점 충전기 이상
2019-02-07,주민센터 전기 충전기 사용여부
2019-02-07,전국 시도별 전기버스 도입현황과 도입예정 대수를 알고 싶습니다.
2019-02-07,송산포도휴게소충전기는 전기공사중으로 사용불가인가요?
2019-02-07,100kw 급속충전기 차데모 차량 충전 가능토록 개선 바랍니다.
2019-02-07,충전문의합니다.
2019-02-07,충전카드 발급시 신규 차량 업데이트가 필요합니다.
2019-02-06,개인용 충전카드 분실로 인한 재발급 신청 문의
2019-02-04,2018년과 비교해 2019년에 보조금이 없는 차종 문의입니다.
2019-02-04,충전기 재부팅 버튼 강력히 건의드립니다.
2019-02-04,카드 신청 오류입니다
2019-02-03,인천 서구청 충전기 확인 부탁드립니다.
2019-02-03,충전기 미운영문의
2019-02-03,충전기 표시누락
2019-02-02,문의드립니다
2019-02-01,환경부 카드로 차지비 충전 어떻게 하나요?
2019-02-01,김제 시민 체육공원내 급속 충전소
2019-02-01,재발급 충전카드 분실정지 해제 요청
2019-02-01,결제카드 등록 실패(미인증 가맹점) 이라 하네요.
2019-01-31,"한전 충전기 이용했는데, 결제가 안되었다고.."
2019-01-31,전기이륜차 충전
2019-01-31,결제카드 등록 실패(미인증 가맹점?)
2019-01-31,결제 카드정보 등록 실패
2019-01-31,타기관 이용건 중복결제
2019-01-31,충전카드 이중신청 오류 정정 요청
2019-01-30,전기차 / 플러그인 하이브리드차 회생제동 효율 관련 궁금증
2019-01-30,"충남 부여군 고속 충전기 개통 문의 드립니다,"
2019-01-30,여산휴계소 충전기 고장
2019-01-30,분실로 인한 카드 재발급
2019-01-29,전기차 보조금 문의
2019-01-28,카드분실로 인한 재발급 요청
2019-01-28,포인트로 충전 현재 가능한가요?
2019-01-26,당진 근로자 복지회관 급속충전기(DC콤보) 설치후 방치
2019-01-26,충전 에러 코드 문의
2019-01-25,차종 선택에 차종이 없는경우
2019-01-24,보조금 관련 문의
2019-01-24,전기차 급속충전기 설치 관련 문의입니다.
2019-01-24,경주시청 급속 에러
2019-01-24,자동차 충전카드 재발급 문의
2019-01-22,타기관 이용요금 문의 (충전일시 vs 결제일시 차이)
2019-01-22,원주 반곡관설동 행정복지센터 급속충전기 가동 요청
2019-01-21,차종선택란에 제 차종이 없을땐 어찌해야하나요?
2019-01-21,성남시 분당구 서현대리점 충전기 정보 수정바랍니다
2019-01-21,강릉시청 충전기 고장신고 합니다
2019-01-21,급속충전기 설치후 전원미연결 방치
2019-01-21,충전사업자 문의
2019-01-21,충전하면 날라오는 문자를 안받을수 없나요?
2019-01-21,카드신청 및 배송 관련 문의
2019-01-21,급속충전기 변경(DC콤보 추가) 요청합니다.
2019-01-21,연비 계산법
2019-01-18,카드발급신청해주세요
2019-01-18,전기차 충전소 정보 제공 관련 문의
2019-01-17,휴대용 전기차 충전기 구입
2019-01-17,전기충전기 고장 수리요청
2019-01-17,급속충전기 개통 언제 되나요?
2019-01-16,회원카드 발급받았는데 실수로 하나더 신청되었습니다
2019-01-16,전기화물차 피스(peace) 에 관해서 질문드립니다.
2019-01-16,충전소
2019-01-15,기본정보 변경
2019-01-15,계정연결 변경
2019-01-15,운서동 급속 충전기 가동해주세요
2019-01-15,회원카드 발급받았는데 실수로 하나더 신청되었습니다.
2019-01-15,카드 배송 관련 문의
2019-01-14,BC 그린카드 할인 정책 연장되나요?
2019-01-14,카드신청취소
2019-01-14,결제관련 문의입니다.
2019-01-13,고속도로 충전소 늘려주세요
2019-01-13,카드 이용내역이 안보입니다.
2019-01-12,결제카드 등록이 안되네요....
2019-01-10,카드 발급 취소
2019-01-10,한국전력 충전기 증설 요청
2019-01-10,카드신청취소
2019-01-10,카드 신청 취소
2019-01-09,의무운행기간 내에 전기차 중고 매매시 주소이전 문제
2019-01-09,카드 받을 주소 변경
2019-01-09,충전카드 도대체 언제오나요?
2019-01-08,결제카드 등록
2019-01-08,전기차충전소 검색 지도상의 오류 내용수정 요청(청주시 서원구청)
2019-01-08,개인정보 수정요청
2019-01-08,노면표시 요청
2019-01-07,충전카드가 오질 않습니다.
2019-01-07,경북 예천군청 전기차충전기 이상한 운영?
2019-01-07,중부내륙고속도로 구미 -> 충주방향 선산휴게소 충전기 고장
2019-01-06,개인정보수정요청
2019-01-06,계룡시 두마면 충전소는 언제 개통되나요?
2019-01-04,여기에 아무리 건의 해봤자 무시만 당합니다
2019-01-04,충전 시간 제한 프로그램
2019-01-04,19년 보조금 확정안 언제 발표되나요?
2019-01-03,충전중오류
2019-01-03,충전소(여주보건소) 고장 신고
2019-01-03,환경부는 뭐하는 기관인가요?
2019-01-03,KT 전기차 충전기 서비스 개선 요청
2019-01-02,카드 발급 심하네요.....
2019-01-02,카드 발급 해주긴 합니까?
2019-01-02,청원상주간 고속도로(청원방향) 속리산휴게소 충전기2기중 1대 고장입니다
2019-01-01,카드발급문의
2019-01-01,지자체 내에서의 전기차 양도
